config,seed,output_file,log_file,best_solution,time_found,bit_count,selected_size,a_count,c_count,g_count,t_count,count_min1,count_min2,count_min3,count_min4,min_sum,max_sum
legacy_redumis,216,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_216.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_216.txt,120,10024.9,17440,120,186,222,258,294,186,222,258,294,8,19
legacy_redumis,217,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_217.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_217.txt,128,10016.3,17440,128,197,229,283,315,197,229,283,315,8,19
legacy_redumis,218,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_218.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_218.txt,124,10019.8,17440,124,187,227,269,309,187,227,269,309,8,20
legacy_redumis,219,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_219.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_219.txt,124,10017.2,17440,124,178,238,258,318,178,238,258,318,6,20
legacy_redumis,220,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_220.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_220.txt,124,10020.0,17440,124,195,233,263,301,195,233,263,301,8,20
legacy_redumis,221,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_221.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_221.txt,112,10008.6,17440,112,164,204,244,284,164,204,244,284,9,19
legacy_redumis,222,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_222.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_222.txt,136,10014.2,17440,136,214,246,298,330,214,246,298,330,8,19
legacy_redumis,223,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_223.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_223.txt,130,10013.5,17440,130,206,243,277,314,206,243,277,314,7,19
legacy_redumis,224,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_224.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_224.txt,132,10014.3,17440,132,184,262,266,344,184,262,266,344,6,20
legacy_redumis,225,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_225.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_225.txt,130,10008.3,17440,130,200,251,269,320,200,251,269,320,7,19
legacy_redumis,226,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_226.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_226.txt,117,10015.9,17440,117,171,216,252,297,171,216,252,297,8,20
legacy_redumis,227,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_227.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_227.txt,119,10012.3,17440,119,171,225,251,305,171,225,251,305,7,19
legacy_redumis,228,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_228.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_228.txt,122,10008.1,17440,122,189,229,259,299,189,229,259,299,8,20
legacy_redumis,229,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_229.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_229.txt,128,10014.1,17440,128,204,228,284,308,204,228,284,308,8,20
legacy_redumis,230,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_230.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_230.txt,136,10008.2,17440,136,204,244,300,340,204,244,300,340,8,19
legacy_redumis,231,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_231.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_231.txt,130,10007.8,17440,130,183,247,273,337,183,247,273,337,8,19
legacy_redumis,232,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_232.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_232.txt,128,10010.4,17440,128,196,252,260,316,196,252,260,316,7,18
legacy_redumis,233,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_233.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_233.txt,136,10009.1,17440,136,208,260,284,336,208,260,284,336,8,20
legacy_redumis,234,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_234.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_234.txt,128,10017.0,17440,128,190,226,286,322,190,226,286,322,6,20
legacy_redumis,235,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_235.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_235.txt,136,10010.1,17440,136,192,240,304,352,192,240,304,352,7,19
legacy_redumis,236,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_236.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_236.txt,128,10006.7,17440,128,192,240,272,320,192,240,272,320,8,19
legacy_redumis,237,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_237.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_237.txt,136,10010.1,17440,136,210,250,294,334,210,250,294,334,8,19
legacy_redumis,238,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_238.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_238.txt,136,10010.2,17440,136,206,246,298,338,206,246,298,338,7,20
legacy_redumis,239,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_239.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_239.txt,124,10013.0,17440,124,185,221,275,311,185,221,275,311,7,19
legacy_redumis,240,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_240.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_240.txt,124,10009.4,17440,124,194,216,280,302,194,216,280,302,9,19
legacy_redumis,241,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_241.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_241.txt,136,10013.8,17440,136,198,246,298,346,198,246,298,346,7,20
legacy_redumis,242,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_242.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_242.txt,136,10007.8,17440,136,220,248,296,324,220,248,296,324,8,20
legacy_redumis,243,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_243.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_243.txt,126,10007.5,17440,126,196,238,266,308,196,238,266,308,8,19
legacy_redumis,244,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_244.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_244.txt,128,10011.9,17440,128,192,252,260,320,192,252,260,320,7,20
legacy_redumis,245,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_245.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_245.txt,128,10011.8,17440,128,196,240,272,316,196,240,272,316,8,19
legacy_redumis,246,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_246.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_246.txt,128,10009.5,17440,128,194,238,274,318,194,238,274,318,6,20
legacy_redumis,247,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_247.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_247.txt,128,10008.5,17440,128,190,246,266,322,190,246,266,322,7,20
legacy_redumis,248,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_248.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_248.txt,136,10005.4,17440,136,202,250,294,342,202,250,294,342,7,20
legacy_redumis,249,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_249.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_249.txt,136,10013.0,17440,136,196,252,292,348,196,252,292,348,6,20
legacy_redumis,250,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_250.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_250.txt,132,10011.8,17440,132,202,255,273,326,202,255,273,326,6,20
legacy_redumis,251,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_251.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_251.txt,136,10012.7,17440,136,198,242,302,346,198,242,302,346,8,20
legacy_redumis,252,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_252.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_252.txt,129,10012.6,17440,129,192,236,280,324,192,236,280,324,8,19
legacy_redumis,253,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_253.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_253.txt,136,10008.9,17440,136,206,258,286,338,206,258,286,338,7,20
legacy_redumis,254,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_254.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_254.txt,136,10009.1,17440,136,200,244,300,344,200,244,300,344,9,19
legacy_redumis,255,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_255.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_255.txt,136,10013.5,17440,136,216,232,312,328,216,232,312,328,7,19
